	M1RP_ID10_PB2	M1RP_ID10_RP2	M1RP_ID10_RP3	M1RP_ID10_cfDNA_2018Dec03	M1RP_ID11_MLN3	M1RP_ID11_MLN4	M1RP_ID11_RP2	M1RP_ID11_RP5	M1RP_ID12_MLN1	M1RP_ID12_RP2	M1RP_ID13_MLN4	M1RP_ID13_RP2	M1RP_ID13_RP1	M1RP_ID14_MLN3	M1RP_ID14_MLN4	M1RP_ID14_PB3	M1RP_ID14_RP5	M1RP_ID15_PB3	M1RP_ID15_PB5	M1RP_ID15_RP4	M1RP_ID15_RP6	M1RP_ID16_cfDNA_2017Oct24	M1RP_ID16_RP1	M1RP_ID16_RP2	M1RP_ID16_RP7	M1RP_ID17_PB4	M1RP_ID17_RP3	M1RP_ID17_RP4	M1RP_ID17_RP5	M1RP_ID18_PB3	M1RP_ID18_PB5	M1RP_ID18_PB7	M1RP_ID18_PB8	M1RP_ID18_RP2	M1RP_ID19_cfDNA_2017Jan13	M1RP_ID19_MLN2	M1RP_ID19_PB2	M1RP_ID19_RP2	M1RP_ID19_RP3	M1RP_ID19_RP7	M1RP_ID1_MLN4	M1RP_ID1_RP1	M1RP_ID1_RP2	M1RP_ID20_MLN1	M1RP_ID20_PB1	M1RP_ID20_PB3	M1RP_ID21_cfDNA_2018Oct25	M1RP_ID21_MLN1	M1RP_ID21_PB2	M1RP_ID21_RP2	M1RP_ID21_RP3	M1RP_ID22_MLN1	M1RP_ID22_RP10	M1RP_ID22_RP1	M1RP_ID23_MLN1	M1RP_ID23_RP4	M1RP_ID23_RP9	M1RP_ID24_RP6	M1RP_ID25_RP2	M1RP_ID26_MLN1	M1RP_ID26_RP1	M1RP_ID26_RP3	M1RP_ID27_MLN2	M1RP_ID27_RP4	M1RP_ID27_RP5	M1RP_ID28_MLN1	M1RP_ID28_RP2	M1RP_ID28_RP4	M1RP_ID29_MLN3	M1RP_ID29_RP8	M1RP_ID29_RP9	M1RP_ID2_cfDNA_2018Jun07	M1RP_ID2_MLN6	M1RP_ID2_MLN9	M1RP_ID2_RP3	M1RP_ID2_RP6	M1RP_ID30_PB1	M1RP_ID30_RP1	M1RP_ID30_RP3	M1RP_ID30_UCC	M1RP_ID31_MLN9	M1RP_ID31_RP2	M1RP_ID31_RP3	M1RP_ID32_RP4	M1RP_ID33_cfDNA_2021Mar30	M1RP_ID33_MLN5	M1RP_ID33_RP5	M1RP_ID33_RP6	M1RP_ID33_RP9	M1RP_ID34_MLN7	M1RP_ID34_RP3	M1RP_ID34_RP6	M1RP_ID35_RP4	M1RP_ID36_MLN2	M1RP_ID36_RP1	M1RP_ID36_RP3	M1RP_ID37_MLN1	M1RP_ID37_MLN2	M1RP_ID37_RP5	M1RP_ID37_RP6	M1RP_ID38_cfDNA_2020Jan30	M1RP_ID38_RP1	M1RP_ID38_RP7	M1RP_ID39_PB1	M1RP_ID3_MLN5	M1RP_ID3_RP4	M1RP_ID3_RP5	M1RP_ID40_RP4	M1RP_ID41_RP4	M1RP_ID42_MLN3	M1RP_ID42_RP1	M1RP_ID42_RP8	M1RP_ID43_MLN1	M1RP_ID43_RP2	M1RP_ID43_RP8	M1RP_ID4_cfDNA_2017May12	M1RP_ID4_MLN2	M1RP_ID4_MLN4	M1RP_ID4_RP2	M1RP_ID4_RP9	M1RP_ID5_cfDNA_2018Mar30	M1RP_ID5_MLN5	M1RP_ID5_PB2	M1RP_ID5_RP1	M1RP_ID6_MLN1	M1RP_ID6_RP1	M1RP_ID6_RP2	M1RP_ID6_RP5	M1RP_ID7_MLN3	M1RP_ID7_RP1	M1RP_ID7_RP3	M1RP_ID8_MLN1	M1RP_ID8_MLN2	M1RP_ID8_MLN3	M1RP_ID8_MLN4	M1RP_ID8_MLN8	M1RP_ID8_MLN9	M1RP_ID8_RP1	M1RP_ID8_RP2	M1RP_ID8_RP4	M1RP_ID8_RP5	M1RP_ID8_RP7	M1RP_ID8_RP8	M1RP_ID9_MLN2	M1RP_ID9_RP6	M1RP_ID9_RP9
M1RP_ID26_RP3																																																												1.0																																																																																						
M1RP_ID27_MLN2																																																																1.0	1.0																																																																																	
M1RP_ID27_RP4																																																															1.0																																																																																			
M1RP_ID27_RP5																																																															1.0																																																																																			
M1RP_ID28_MLN1																																																																			0.6052631578947368	0.5135135135135135																																																																														
M1RP_ID28_RP2																																																																		0.6052631578947368																																																																																
M1RP_ID28_RP4																																																																		0.5135135135135135																																																																																
M1RP_ID29_MLN3																																																																						0.0	0.25																																																																											
M1RP_ID29_RP8																																																																					0.0																																																																													
M1RP_ID29_RP9																																																																					0.25																																																																													
M1RP_ID2_cfDNA_2018Jun07																																																																											0.3698630136986301	0.24																																																																						
M1RP_ID2_MLN6																																																																											0.43243243243243246	0.20512820512820512																																																																						
M1RP_ID2_MLN9																																																																											0.5853658536585366	0.30952380952380953																																																																						
M1RP_ID2_RP3																																																																								0.3698630136986301	0.43243243243243246	0.5853658536585366																																																																								
M1RP_ID2_RP6																																																																								0.24	0.20512820512820512	0.30952380952380953																																																																								
M1RP_ID30_PB1																																																																																																																																																		
M1RP_ID30_RP1																																																																																																																																																		
M1RP_ID30_RP3																																																																																																																																																		
M1RP_ID30_UCC																																																																																																																																																		
M1RP_ID31_MLN9																																																																																		0.4166666666666667	0.5833333333333334																																																															
M1RP_ID31_RP2																																																																																	0.4166666666666667																																																																	
M1RP_ID31_RP3																																																																																	0.5833333333333334																																																																	
M1RP_ID32_RP4																																																																																																																																																		
M1RP_ID33_cfDNA_2021Mar30																																																																																							0.5674157303370787	0.7303370786516854	0.4438202247191011																																																									
M1RP_ID33_MLN5																																																																																							0.6967741935483871	0.8193548387096774	0.5454545454545454																																																									
M1RP_ID33_RP5																																																																																					0.5674157303370787	0.6967741935483871																																																												
M1RP_ID33_RP6																																																																																					0.7303370786516854	0.8193548387096774																																																												
M1RP_ID33_RP9																																																																																					0.4438202247191011	0.5454545454545454																																																												
M1RP_ID34_MLN7																																																																																											0.875	0.875																																																						
M1RP_ID34_RP3																																																																																										0.875																																																								
M1RP_ID34_RP6																																																																																										0.875																																																								
M1RP_ID35_RP4																																																																																																																																																		
M1RP_ID36_MLN2																																																																																															0.5	0.3333333333333333																																																		
M1RP_ID36_RP1																																																																																														0.5																																																				
M1RP_ID36_RP3																																																																																														0.3333333333333333																																																				
M1RP_ID37_MLN1																																																																																																			0.6086956521739131	0.6153846153846154																																														
M1RP_ID37_MLN2																																																																																																			0.8	0.8181818181818182																																														
M1RP_ID37_RP5																																																																																																	0.6086956521739131	0.8																																																
M1RP_ID37_RP6																																																																																																	0.6153846153846154	0.8181818181818182																																																
M1RP_ID38_cfDNA_2020Jan30																																																																																																						0.9047619047619048	0.0																																											
M1RP_ID38_RP1																																																																																																					0.9047619047619048																																													
M1RP_ID38_RP7																																																																																																					0.0																																													
M1RP_ID39_PB1																																																																																																																																																		
M1RP_ID3_MLN5																																																																																																										0.9259259259259259	0.8148148148148148																																							
M1RP_ID3_RP4																																																																																																									0.9259259259259259																																									
M1RP_ID3_RP5																																																																																																									0.8148148148148148																																									
M1RP_ID40_RP4																																																																																																																																																		
M1RP_ID41_RP4																																																																																																																																																		
M1RP_ID42_MLN3																																																																																																															0.6326530612244898	0.5490196078431373																																		
M1RP_ID42_RP1																																																																																																														0.6326530612244898																																				
M1RP_ID42_RP8																																																																																																														0.5490196078431373																																				
M1RP_ID43_MLN1																																																																																																																		0.42592592592592593	1.0																															
M1RP_ID43_RP2																																																																																																																	0.42592592592592593																																	
M1RP_ID43_RP8																																																																																																																	1.0																																	
M1RP_ID4_cfDNA_2017May12																																																																																																																							0.6216216216216216	0.7866666666666666																										
M1RP_ID4_MLN2																																																																																																																							0.7115384615384616	0.8461538461538461																										
M1RP_ID4_MLN4																																																																																																																							0.5396825396825397	0.5714285714285714																										
M1RP_ID4_RP2																																																																																																																				0.6216216216216216	0.7115384615384616	0.5396825396825397																												
M1RP_ID4_RP9																																																																																																																				0.7866666666666666	0.8461538461538461	0.5714285714285714																												
M1RP_ID5_cfDNA_2018Mar30																																																																																																																											0.688	0.6825396825396826																						
M1RP_ID5_MLN5																																																																																																																											0.5211267605633803	0.547945205479452																						
M1RP_ID5_PB2																																																																																																																									0.688	0.5211267605633803																								
M1RP_ID5_RP1																																																																																																																									0.6825396825396826	0.547945205479452																								
M1RP_ID6_MLN1																																																																																																																															0.6617647058823529	0.5735294117647058																		
M1RP_ID6_RP1																																																																																																																																																		
M1RP_ID6_RP2																																																																																																																													0.6617647058823529																					
M1RP_ID6_RP5																																																																																																																													0.5735294117647058																					
M1RP_ID7_MLN3																																																																																																																																		0.68	0.6595744680851063															
M1RP_ID7_RP1																																																																																																																																	0.68																	
M1RP_ID7_RP3																																																																																																																																	0.6595744680851063																	
M1RP_ID8_MLN1																																																																																																																																										0.5555555555555556	0.3424657534246575	0.5753424657534246	0.3698630136986301	0.8783783783783784	0.3561643835616438			
M1RP_ID8_MLN2																																																																																																																																										0.059063136456211814	0.05964214711729622	0.08333333333333333	0.7256461232604374	0.0775347912524851	0.10119047619047619			
M1RP_ID8_MLN3																																																																																																																																										0.023391812865497075	0.45754328112118714	0.031224322103533278	0.047619047619047616	0.4342105263157895	0.028782894736842105			
M1RP_ID8_MLN4																																																																																																																																										0.019832189168573607	0.44709388971684055	0.028888888888888888	0.041328413284132844	0.42276422764227645	0.026706231454005934			
M1RP_ID8_MLN8																																																																																																																																										0.5151515151515151	0.375	0.5	0.3787878787878788	0.7272727272727273	0.3787878787878788			
M1RP_ID8_MLN9																																																																																																																																										0.020984665052461663	0.44638602065131056	0.02917981072555205	0.044846577498033044	0.4168636721828211	0.03309692671394799			
M1RP_ID8_RP1																																																																																																																																				0.5555555555555556	0.059063136456211814	0.023391812865497075	0.019832189168573607	0.5151515151515151	0.020984665052461663									
M1RP_ID8_RP2																																																																																																																																				0.3424657534246575	0.05964214711729622	0.45754328112118714	0.44709388971684055	0.375	0.44638602065131056									
M1RP_ID8_RP4																																																																																																																																				0.5753424657534246	0.08333333333333333	0.031224322103533278	0.028888888888888888	0.5	0.02917981072555205									
M1RP_ID8_RP5																																																																																																																																				0.3698630136986301	0.7256461232604374	0.047619047619047616	0.041328413284132844	0.3787878787878788	0.044846577498033044									
M1RP_ID8_RP7																																																																																																																																				0.8783783783783784	0.0775347912524851	0.4342105263157895	0.42276422764227645	0.7272727272727273	0.4168636721828211									
M1RP_ID8_RP8																																																																																																																																				0.3561643835616438	0.10119047619047619	0.028782894736842105	0.026706231454005934	0.3787878787878788	0.03309692671394799									
M1RP_ID9_MLN2																																																																																																																																																	0.9259259259259259	0.9720496894409938
M1RP_ID9_RP6																																																																																																																																																0.9259259259259259		
M1RP_ID9_RP9																																																																																																																																																0.9720496894409938		
