	M1RP_ID10_PB2	M1RP_ID10_RP2	M1RP_ID10_RP3	M1RP_ID10_cfDNA_2018Dec03	M1RP_ID11_MLN3	M1RP_ID11_MLN4	M1RP_ID11_RP2	M1RP_ID11_RP5	M1RP_ID12_MLN1	M1RP_ID12_RP2	M1RP_ID13_MLN4	M1RP_ID13_RP2	M1RP_ID13_RP1	M1RP_ID14_MLN3	M1RP_ID14_MLN4	M1RP_ID14_PB3	M1RP_ID14_RP5	M1RP_ID15_PB3	M1RP_ID15_PB5	M1RP_ID15_RP4	M1RP_ID15_RP6	M1RP_ID16_cfDNA_2017Oct24	M1RP_ID16_RP1	M1RP_ID16_RP2	M1RP_ID16_RP7	M1RP_ID17_PB4	M1RP_ID17_RP3	M1RP_ID17_RP4	M1RP_ID17_RP5	M1RP_ID18_PB3	M1RP_ID18_PB5	M1RP_ID18_PB7	M1RP_ID18_PB8	M1RP_ID18_RP2	M1RP_ID19_cfDNA_2017Jan13	M1RP_ID19_MLN2	M1RP_ID19_PB2	M1RP_ID19_RP2	M1RP_ID19_RP3	M1RP_ID19_RP7	M1RP_ID1_MLN4	M1RP_ID1_RP1	M1RP_ID1_RP2	M1RP_ID20_MLN1	M1RP_ID20_PB1	M1RP_ID20_PB3	M1RP_ID21_cfDNA_2018Oct25	M1RP_ID21_MLN1	M1RP_ID21_PB2	M1RP_ID21_RP2	M1RP_ID21_RP3	M1RP_ID22_MLN1	M1RP_ID22_RP10	M1RP_ID22_RP1	M1RP_ID23_MLN1	M1RP_ID23_RP4	M1RP_ID23_RP9	M1RP_ID24_RP6	M1RP_ID25_RP2	M1RP_ID26_MLN1	M1RP_ID26_RP1	M1RP_ID26_RP3	M1RP_ID27_MLN2	M1RP_ID27_RP4	M1RP_ID27_RP5	M1RP_ID28_MLN1	M1RP_ID28_RP2	M1RP_ID28_RP4	M1RP_ID29_MLN3	M1RP_ID29_RP8	M1RP_ID29_RP9	M1RP_ID2_cfDNA_2018Jun07	M1RP_ID2_MLN6	M1RP_ID2_MLN9	M1RP_ID2_RP3	M1RP_ID2_RP6	M1RP_ID30_PB1	M1RP_ID30_RP1	M1RP_ID30_RP3	M1RP_ID30_UCC	M1RP_ID31_MLN9	M1RP_ID31_RP2	M1RP_ID31_RP3	M1RP_ID32_RP4	M1RP_ID33_cfDNA_2021Mar30	M1RP_ID33_MLN5	M1RP_ID33_RP5	M1RP_ID33_RP6	M1RP_ID33_RP9	M1RP_ID34_MLN7	M1RP_ID34_RP3	M1RP_ID34_RP6	M1RP_ID35_RP4	M1RP_ID36_MLN2	M1RP_ID36_RP1	M1RP_ID36_RP3	M1RP_ID37_MLN1	M1RP_ID37_MLN2	M1RP_ID37_RP5	M1RP_ID37_RP6	M1RP_ID38_cfDNA_2020Jan30	M1RP_ID38_RP1	M1RP_ID38_RP7	M1RP_ID39_PB1	M1RP_ID3_MLN5	M1RP_ID3_RP4	M1RP_ID3_RP5	M1RP_ID40_RP4	M1RP_ID41_RP4	M1RP_ID42_MLN3	M1RP_ID42_RP1	M1RP_ID42_RP8	M1RP_ID43_MLN1	M1RP_ID43_RP2	M1RP_ID43_RP8	M1RP_ID4_cfDNA_2017May12	M1RP_ID4_MLN2	M1RP_ID4_MLN4	M1RP_ID4_RP2	M1RP_ID4_RP9	M1RP_ID5_cfDNA_2018Mar30	M1RP_ID5_MLN5	M1RP_ID5_PB2	M1RP_ID5_RP1	M1RP_ID6_MLN1	M1RP_ID6_RP1	M1RP_ID6_RP2	M1RP_ID6_RP5	M1RP_ID7_MLN3	M1RP_ID7_RP1	M1RP_ID7_RP3	M1RP_ID8_MLN1	M1RP_ID8_MLN2	M1RP_ID8_MLN3	M1RP_ID8_MLN4	M1RP_ID8_MLN8	M1RP_ID8_MLN9	M1RP_ID8_RP1	M1RP_ID8_RP2	M1RP_ID8_RP4	M1RP_ID8_RP5	M1RP_ID8_RP7	M1RP_ID8_RP8	M1RP_ID9_MLN2	M1RP_ID9_RP6	M1RP_ID9_RP9
M1RP_ID5_cfDNA_2018Mar30																																																																																																																											0.5579710144927537	0.7157894736842105																						
M1RP_ID5_MLN5																																																																																																																											0.2826086956521739	0.4																						
M1RP_ID5_PB2																																																																																																																									0.5579710144927537	0.2826086956521739																								
M1RP_ID5_RP1																																																																																																																									0.7157894736842105	0.4																								
M1RP_ID6_MLN1																																																																																																																															0.7352941176470589	0.9354838709677419																		
M1RP_ID6_RP1																																																																																																																																																		
M1RP_ID6_RP2																																																																																																																													0.7352941176470589																					
M1RP_ID6_RP5																																																																																																																													0.9354838709677419																					
M1RP_ID7_MLN3																																																																																																																																		0.9487179487179487	0.918918918918919															
M1RP_ID7_RP1																																																																																																																																	0.9487179487179487																	
M1RP_ID7_RP3																																																																																																																																	0.918918918918919																	
M1RP_ID8_MLN1																																																																																																																																										0.48333333333333334	0.0392156862745098	0.43529411764705883	0.07399103139013453	0.10232558139534884	0.48			
M1RP_ID8_MLN2																																																																																																																																										0.3	0.0392156862745098	0.3411764705882353	0.8008948545861297	0.05736434108527132	0.48			
M1RP_ID8_MLN3																																																																																																																																										0.25	0.5651672433679354	0.3176470588235294	0.07623318385650224	0.6589147286821705	0.56			
M1RP_ID8_MLN4																																																																																																																																										0.26666666666666666	0.5617070357554786	0.3176470588235294	0.087248322147651	0.6589147286821705	0.56			
M1RP_ID8_MLN8																																																																																																																																										0.4666666666666667	0.03348729792147806	0.4235294117647059	0.07415730337078652	0.08682170542635659	0.5102040816326531			
M1RP_ID8_MLN9																																																																																																																																										0.31666666666666665	0.566320645905421	0.32941176470588235	0.09395973154362416	0.6666666666666666	0.56			
M1RP_ID8_RP1																																																																																																																																				0.48333333333333334	0.3	0.25	0.26666666666666666	0.4666666666666667	0.31666666666666665									
M1RP_ID8_RP2																																																																																																																																				0.0392156862745098	0.0392156862745098	0.5651672433679354	0.5617070357554786	0.03348729792147806	0.566320645905421									
M1RP_ID8_RP4																																																																																																																																				0.43529411764705883	0.3411764705882353	0.3176470588235294	0.3176470588235294	0.4235294117647059	0.32941176470588235									
M1RP_ID8_RP5																																																																																																																																				0.07399103139013453	0.8008948545861297	0.07623318385650224	0.087248322147651	0.07415730337078652	0.09395973154362416									
M1RP_ID8_RP7																																																																																																																																				0.10232558139534884	0.05736434108527132	0.6589147286821705	0.6589147286821705	0.08682170542635659	0.6666666666666666									
M1RP_ID8_RP8																																																																																																																																				0.48	0.48	0.56	0.56	0.5102040816326531	0.56									
M1RP_ID9_MLN2																																																																																																																																																	0.9930313588850174	0.9855072463768116
M1RP_ID9_RP6																																																																																																																																																0.9930313588850174		
M1RP_ID9_RP9																																																																																																																																																0.9855072463768116		
